g,q,v
8.330000000000000000e+02,1.327176394615067201e+00,1.418782308440880158e-02
8.330000000000000000e+02,1.373703073151090859e+00,9.320310934542118675e-01
8.330000000000000000e+02,2.272345751326800833e+00,2.678671708368789428e-01
8.330000000000000000e+02,2.838286542888527109e+00,8.687083041602899902e-01
8.340000000000000000e+02,3.501749313511208772e+00,1.984011863110325402e-01
8.340000000000000000e+02,4.765001363762573661e+00,3.184047147633193298e-01
8.340000000000000000e+02,2.713251453452405038e+00,1.200704527050473480e-01
8.340000000000000000e+02,2.388099103152869329e+00,8.080294920637409728e-01
8.340000000000000000e+02,3.338444807871510100e-01,5.691772933938215040e-01
8.340000000000000000e+02,1.675353657789053319e+00,1.596779096587652713e-01
8.340000000000000000e+02,9.864993884919609490e-01,3.300886153479324348e-01
8.340000000000000000e+02,1.458407741301978700e+00,4.007573120030437641e-01
8.340000000000000000e+02,2.565972430671652482e+00,2.156184833154343172e-01
8.340000000000000000e+02,2.706373082757533410e+00,1.034142616210055321e-01
8.350000000000000000e+02,4.991899834256718016e+00,8.031414466392549079e-01
8.350000000000000000e+02,5.080921691004103291e-02,1.535190088084230631e-01
8.350000000000000000e+02,6.844713337474700454e-01,7.254979535931923573e-01
8.350000000000000000e+02,2.583948002280763490e+00,4.026746544343962064e-01
8.350000000000000000e+02,1.011722567340071599e+00,3.374134448510126560e-01
8.350000000000000000e+02,4.737661362010291199e+00,7.328308587263266949e-01
8.350000000000000000e+02,4.321314077806944098e+00,2.226646515746536492e-01
8.350000000000000000e+02,3.132934165885965960e+00,6.182297192401272623e-01
8.350000000000000000e+02,1.538701105914376921e+00,7.962077607461944817e-01
8.350000000000000000e+02,2.928105175241573210e+00,4.956901940969838938e-01
8.360000000000000000e+02,2.761294197577303766e+00,1.382712348155445969e-01
8.360000000000000000e+02,9.126875895399705341e-01,1.311487606532446559e-01
8.360000000000000000e+02,3.494968499099627479e+00,2.894339611539538115e-01
8.360000000000000000e+02,2.321349891922031450e+00,2.915888945779228081e-01
8.360000000000000000e+02,7.111823160790553544e-01,1.657119318172262101e-02
8.360000000000000000e+02,3.320626301273773784e+00,5.094779243805622748e-01
8.360000000000000000e+02,1.788413494567704376e+00,7.613614114532808452e-01
8.360000000000000000e+02,4.836340317267421085e+00,5.179720926341447873e-01
8.360000000000000000e+02,1.582805903766903555e+00,6.679063271097441801e-01
8.360000000000000000e+02,4.744096811462811480e+00,6.715266497390376399e-01
8.370000000000000000e+02,2.905220808212712225e+00,2.901356379438423394e-01
8.370000000000000000e+02,3.921170741690469530e+00,9.828639219228115786e-01
8.370000000000000000e+02,1.395576719367797036e-02,8.379487948560536692e-01
8.370000000000000000e+02,2.780919444370606897e+00,1.363004859567376048e-01
8.370000000000000000e+02,1.861382070173106529e+00,1.163187116107600172e-02
8.370000000000000000e+02,3.928245279325050632e+00,3.682027042716015108e-01
8.370000000000000000e+02,1.270594152493767393e+00,2.220344015885744593e-01
8.370000000000000000e+02,1.519862975193302379e+00,9.284638120190179533e-01
8.370000000000000000e+02,2.413269829497100005e+00,3.361290610583577143e-01
8.370000000000000000e+02,1.378430454045331821e-01,3.347459134629479083e-01
8.380000000000000000e+02,4.687848990069411137e+00,4.272481177422229326e-01
8.380000000000000000e+02,4.356984091103732304e+00,8.701863810607770588e-01
8.380000000000000000e+02,4.588886714458078941e+00,1.634514380503336861e-01
8.380000000000000000e+02,4.539967893052720971e-02,6.244882452308272436e-01
8.380000000000000000e+02,4.964376631592668510e+00,9.894536567317021580e-01
8.380000000000000000e+02,3.540184625203481872e+00,1.963438905124327283e-01
8.380000000000000000e+02,4.260084143497543607e+00,7.046468493245223730e-01
8.380000000000000000e+02,1.022169448833635919e+00,2.782799470749445225e-01
8.380000000000000000e+02,5.094987686091506651e-01,2.310409040598582209e-02
8.380000000000000000e+02,9.515339568619801680e-01,4.966621424006545382e-02
8.390000000000000000e+02,3.684545810269422184e+00,8.531245682396906282e-01
8.390000000000000000e+02,4.662980072288878119e+00,1.833091141695050164e-01
8.390000000000000000e+02,4.352108833482121186e-01,2.399405966488526998e-01
8.390000000000000000e+02,3.058349981707258358e+00,7.454925442849903439e-01
8.390000000000000000e+02,1.127980813825821826e+00,1.998182542786934857e-01
8.390000000000000000e+02,3.111590276672439703e+00,5.034779673751804685e-01
8.390000000000000000e+02,4.661151945115216577e+00,5.201152588507678143e-01
8.390000000000000000e+02,2.360250859377081678e+00,7.370402891147020963e-02
8.390000000000000000e+02,8.267160955444330384e-01,4.913446864782891055e-01
8.390000000000000000e+02,4.231723259977606233e+00,3.145669020048057485e-01
8.400000000000000000e+02,3.315791462012268598e-01,3.546443958361293891e-01
8.400000000000000000e+02,1.304626740692509390e+00,6.852687610724199629e-01
8.400000000000000000e+02,3.305677330417405191e+00,5.014081840388110445e-01
8.400000000000000000e+02,2.824989693325258067e+00,8.323394502424523722e-01
8.400000000000000000e+02,4.877305422486699626e-01,5.080171362165813997e-01
8.400000000000000000e+02,8.890238070715578145e-01,1.601558287629861743e-01
8.400000000000000000e+02,1.304139011896181088e+00,6.672115349277811802e-01
8.400000000000000000e+02,1.084871063000811819e+00,2.537930623588756651e-01
8.400000000000000000e+02,1.692055931582628903e+00,2.321401669480088747e-01
8.400000000000000000e+02,1.274143372792382767e+00,7.869062994425727320e-01
8.410000000000000000e+02,4.271686388734854845e+00,2.460769999758857240e-01
8.410000000000000000e+02,1.965098115265207390e+00,1.449545316844174092e-01
8.410000000000000000e+02,1.352799152108085767e+00,2.174371407057009709e-01
8.410000000000000000e+02,3.369213804021086833e+00,9.957073700083463041e-02
8.410000000000000000e+02,5.554960037208855894e-01,9.580750995924536273e-02
8.410000000000000000e+02,1.962528528789685422e+00,7.250812827626504919e-01
8.410000000000000000e+02,4.713504832561071112e+00,3.594160221904897368e-01
8.410000000000000000e+02,6.689083315617438963e-01,7.362843291572691573e-01
8.410000000000000000e+02,3.453637224374626502e+00,7.645027982156092916e-01
8.410000000000000000e+02,3.443110531824257858e+00,8.810548966326592346e-02
8.420000000000000000e+02,1.761220175925497511e+00,5.603677533838525848e-01
8.420000000000000000e+02,3.411435706978047655e+00,6.210248426389943788e-01
8.420000000000000000e+02,1.555465014201187213e+00,8.628228277341870589e-01
8.420000000000000000e+02,2.220701189144953958e+00,9.896161892077800504e-01
8.420000000000000000e+02,1.131722190285997520e+00,1.160435709201361743e-01
8.420000000000000000e+02,3.133009872222426218e+00,5.025263974526295030e-01
8.420000000000000000e+02,5.040862968118225984e-01,8.473399827811999296e-01
8.420000000000000000e+02,4.901389352886590167e+00,7.694028161637628260e-01
8.420000000000000000e+02,1.193514044279675446e+00,4.119973467416150337e-01
8.420000000000000000e+02,2.598954033464748292e+00,7.719915454636362417e-01
8.430000000000000000e+02,3.560761395778985872e+00,2.640063133951335850e-01
8.430000000000000000e+02,3.513451355940909515e+00,1.999654262649790404e-01
8.430000000000000000e+02,4.494976295439947478e+00,8.270245528093822518e-01
8.430000000000000000e+02,2.244052902736666244e+00,4.530957286692357533e-01
8.430000000000000000e+02,1.459446633872789167e+00,8.224763477737019324e-01
8.430000000000000000e+02,4.111559071035265411e+00,3.966124875183046905e-01
8.430000000000000000e+02,2.974811654260966609e+00,8.503075173229668327e-01
8.430000000000000000e+02,1.365848073123053119e+00,3.258564313850086380e-01
8.430000000000000000e+02,1.422163524709334936e+00,2.563778179796336598e-01
8.430000000000000000e+02,4.355347235522777360e-02,9.465779922341022168e-01
8.440000000000000000e+02,2.173566221647995622e+00,6.685666611346712251e-01
8.440000000000000000e+02,4.052039680833951607e+00,8.963452557118145592e-01
8.440000000000000000e+02,1.393547075941965030e+00,5.267852092516753792e-01
8.440000000000000000e+02,2.128338862854506353e-01,1.638940560923420886e-01
8.440000000000000000e+02,2.290210765617906041e-01,4.323031148361510256e-01
8.440000000000000000e+02,3.891102962352638528e+00,5.619238331452487412e-01
8.440000000000000000e+02,3.044138856091171519e+00,4.617420594983786541e-01
8.440000000000000000e+02,4.793548625397389351e+00,7.581231083297103046e-01
8.440000000000000000e+02,2.502207338597570718e+00,9.792424674124459161e-01
8.440000000000000000e+02,9.226929655866383806e-01,2.826871289174269775e-01
8.450000000000000000e+02,1.693352301992633979e+00,8.481821394617015120e-01
8.450000000000000000e+02,2.667884814127250870e+00,7.549144923464864432e-01
8.450000000000000000e+02,8.481223884791339040e-01,1.491281811764876286e-01
8.450000000000000000e+02,4.369570153782450284e+00,9.973673301872787444e-01
8.450000000000000000e+02,4.681649070983842975e+00,1.358711273036696809e-01
8.450000000000000000e+02,4.888241896984807155e+00,6.312469826519878646e-01
8.450000000000000000e+02,2.776835570268779918e+00,2.331911311622608673e-01
8.450000000000000000e+02,4.958315179409320095e+00,8.095954467936230525e-01
8.450000000000000000e+02,3.109132365301866763e+00,3.319782705864170458e-01
8.450000000000000000e+02,3.387583483693727526e+00,8.142770159450957168e-01
8.460000000000000000e+02,3.760554925209364185e+00,3.279015322487344175e-01
8.460000000000000000e+02,3.660315548465062907e+00,7.726265182452016766e-01
8.460000000000000000e+02,1.094586928245842472e+00,9.112832934696502019e-02
8.460000000000000000e+02,4.737375719517232575e+00,3.517347725298598515e-01
8.460000000000000000e+02,4.836606131937387865e+00,4.662404852292808544e-01
8.460000000000000000e+02,3.055655080170653015e+00,6.495041218490540391e-01
8.460000000000000000e+02,4.732422478683121270e+00,1.327012755927469145e-01
8.460000000000000000e+02,1.240312833356586708e+00,2.848140486950303529e-01
8.460000000000000000e+02,2.191471396289842666e+00,4.683397276162744038e-01
8.460000000000000000e+02,1.686634132084550597e+00,9.952140691756420354e-01
8.470000000000000000e+02,3.561338610718197017e+00,5.350425800721730907e-01
8.470000000000000000e+02,3.504177298214732339e+00,6.154904221517696339e-01
8.470000000000000000e+02,2.062031434707379596e+00,1.549884017677412018e-01
8.470000000000000000e+02,1.177236003797920150e+00,9.517906048831223931e-01
8.470000000000000000e+02,9.014936205818668835e-02,2.495828700910251996e-04
8.470000000000000000e+02,2.471761446706389087e+00,5.836301389947969875e-01
8.470000000000000000e+02,2.987618985641793401e-01,3.253220616908514273e-01
8.470000000000000000e+02,2.663976229369342974e+00,9.293459036609368340e-01
8.470000000000000000e+02,1.333500650772063700e+00,3.046889376331783916e-01
8.470000000000000000e+02,3.942508963792826115e+00,4.344698260113902810e-01
8.480000000000000000e+02,4.933669710489530402e+00,1.561191902472617299e-01
8.480000000000000000e+02,1.036433775515920974e+00,5.079972812490683998e-01
8.480000000000000000e+02,1.392145439569465903e+00,7.188746837972891379e-01
8.480000000000000000e+02,4.162411063463743233e+00,5.251712288486410918e-01
8.480000000000000000e+02,2.033739091047186420e+00,1.700056545444625922e-01
8.480000000000000000e+02,4.179711886697782930e+00,6.989623540407097213e-02
8.480000000000000000e+02,3.386945642526810296e+00,6.489242701694518667e-01
8.480000000000000000e+02,4.092123002203682525e+00,4.470691411007489124e-01
8.480000000000000000e+02,3.556815461839643255e+00,6.776130359882217569e-01
8.480000000000000000e+02,1.474998692604978512e+00,5.641290100622009529e-01
8.490000000000000000e+02,1.006531167967106288e-01,3.277243522831713163e-01
8.490000000000000000e+02,7.710179600638505937e-01,4.413324568049944441e-01
8.490000000000000000e+02,9.697839735323410260e-01,3.732983631396665780e-01
8.490000000000000000e+02,4.503230687495417328e+00,2.993288009401690042e-01
8.490000000000000000e+02,2.894695386690353089e+00,6.511361924868654949e-01
8.490000000000000000e+02,2.870365043011546824e+00,9.524909559723749863e-01
8.490000000000000000e+02,3.466339371725701390e+00,8.274864913235195907e-01
8.490000000000000000e+02,4.323402493595580154e+00,1.143890793742727841e-01
8.490000000000000000e+02,2.060237767911137663e+00,6.090511626386951871e-01
8.490000000000000000e+02,4.448486665360070091e+00,1.455090407637698036e-01
8.500000000000000000e+02,1.536472269525064771e+00,5.985468595321341567e-01
8.500000000000000000e+02,2.429865878709693838e+00,2.401457584843874615e-01
8.500000000000000000e+02,4.104106931053276064e+00,1.140632671824817201e-01
8.500000000000000000e+02,4.781199016060600826e+00,3.277030377616089174e-01
8.500000000000000000e+02,4.753604523202235477e+00,2.396655575900107360e-01
8.500000000000000000e+02,8.614899576284867910e-01,3.797601704848830861e-01
8.500000000000000000e+02,3.933016119628174323e+00,5.415135774280019909e-01
8.500000000000000000e+02,2.177231091272814112e+00,6.496903175992323476e-01
8.500000000000000000e+02,4.139259227368728311e+00,9.855800579451889920e-02
8.500000000000000000e+02,2.319909095171326818e+00,7.867885747826665055e-01
8.510000000000000000e+02,2.062520486553576227e-01,5.821120188676656149e-01
8.510000000000000000e+02,2.636232330837855020e+00,7.881984899029648162e-02
8.510000000000000000e+02,4.099486709178625787e+00,2.008413731709133287e-01
8.510000000000000000e+02,1.911794404012265414e+00,7.885015250806121090e-01
8.510000000000000000e+02,3.518642781626289295e+00,7.770252477004024882e-03
8.510000000000000000e+02,1.507143223871402204e+00,5.866724517925505644e-01
8.510000000000000000e+02,2.644695529433946035e+00,7.161106233056678816e-01
8.510000000000000000e+02,6.959990296487478245e-01,3.925002126971143257e-01
8.510000000000000000e+02,1.555360615338503116e+00,3.700101185890093403e-01
8.510000000000000000e+02,2.403799757110709034e+00,5.831556184239677920e-01
8.520000000000000000e+02,2.180566189160593193e-01,7.378737227162093237e-01
8.520000000000000000e+02,1.134088223169957388e+00,7.707508704402440403e-01
8.520000000000000000e+02,3.263187954548517844e+00,1.435797700847313285e-01
8.520000000000000000e+02,4.059867424429413951e+00,7.231722697265956512e-01
8.520000000000000000e+02,8.523863230872957830e-01,8.902588206711629093e-01
8.520000000000000000e+02,4.186483094675715222e+00,1.387316328344629923e-01
8.520000000000000000e+02,4.954875461486374366e-02,5.131075364303612218e-01
8.520000000000000000e+02,1.112087473250100267e+00,7.467529991809263024e-02
8.520000000000000000e+02,4.093600058800983987e+00,4.334164813138020600e-01
8.520000000000000000e+02,4.567642439537778820e+00,2.866504156806419790e-01
8.530000000000000000e+02,4.830132511943588725e+00,4.810715264302257710e-01
8.530000000000000000e+02,3.717049732946560603e+00,8.185268614197209747e-01
8.530000000000000000e+02,4.204228913056789807e+00,3.827438905093810684e-01
8.530000000000000000e+02,1.650973068140263456e+00,5.165725343029337058e-01
8.530000000000000000e+02,5.455408259250948966e-01,6.400402103237805562e-01
8.530000000000000000e+02,2.228867238841036436e+00,1.678057172956956000e-01
8.530000000000000000e+02,4.948030024519463943e+00,3.741617976247882948e-01
8.530000000000000000e+02,2.182007665281586295e+00,5.430451260178945638e-01
8.530000000000000000e+02,4.057536892227060044e+00,9.316667375569139820e-01
8.530000000000000000e+02,2.689657855415990895e+00,6.283826982506680592e-01
8.540000000000000000e+02,6.492440378553537839e-01,7.267811554247449735e-01
8.540000000000000000e+02,2.644315387704645914e+00,2.049703653428461836e-01
8.540000000000000000e+02,2.898764524780487406e+00,7.315124449340205670e-01
8.540000000000000000e+02,1.585693100060990179e+00,5.561923978014661207e-01
8.540000000000000000e+02,4.354448614447907318e+00,5.090454348221821190e-01
8.540000000000000000e+02,2.274082748831393275e+00,7.844906894684181564e-01
8.540000000000000000e+02,7.251996271785082770e-01,9.121435763767811178e-01
8.540000000000000000e+02,3.631834724141125292e-01,2.411220372807845180e-01
8.540000000000000000e+02,7.516708311148784238e-01,3.022313154170964689e-01
8.540000000000000000e+02,2.465095893553557627e+00,4.878356929803809861e-01
8.550000000000000000e+02,1.924943165362094089e+00,9.869619421798375702e-01
8.550000000000000000e+02,2.931623056550777928e+00,1.346571314736075831e-01
8.550000000000000000e+02,1.224383607541040808e-01,8.014937378728250739e-01
8.550000000000000000e+02,3.913696789363125816e+00,4.213127090277479780e-02
8.550000000000000000e+02,3.549698412095937172e+00,4.271659136848600102e-01
8.550000000000000000e+02,2.741647118974317898e+00,4.852127442735812979e-01
8.550000000000000000e+02,3.424157757412769953e+00,3.010371667139827290e-01
8.550000000000000000e+02,2.933975084578656300e+00,9.773158850431082900e-01
8.550000000000000000e+02,2.371039191426437931e+00,9.179107019189675087e-01
8.550000000000000000e+02,3.225037839558832609e+00,8.949789780464045830e-02
8.560000000000000000e+02,9.653378450466398863e-01,8.613467370933287626e-01
8.560000000000000000e+02,2.333697397871041357e+00,3.992713504474355579e-01
8.560000000000000000e+02,9.241037118242700910e-01,2.026361967971259670e-01
8.560000000000000000e+02,4.014167887621683528e-01,3.454012761271130216e-01
8.560000000000000000e+02,3.006783165418219994e+00,3.159426501591297010e-01
8.560000000000000000e+02,1.986340545678061398e+00,3.174940829579888657e-01
8.560000000000000000e+02,4.822121865712963640e+00,1.201940953014905000e-01
8.560000000000000000e+02,3.429823147185824261e+00,7.125581813780433871e-01
8.560000000000000000e+02,4.321096145918503773e+00,3.769798518742689675e-01
8.560000000000000000e+02,2.427011550353513902e-01,8.348691364991629449e-01
8.570000000000000000e+02,2.235973039916455019e+00,5.329377388132913174e-01
8.570000000000000000e+02,1.542960784360671411e+00,5.614527260628821015e-01
8.570000000000000000e+02,4.599478391221436979e+00,2.163356506793850942e-01
8.570000000000000000e+02,4.530808430885454818e+00,2.524929971482254842e-01
8.570000000000000000e+02,2.924933550381322966e+00,8.390468865786852026e-01
8.570000000000000000e+02,3.629762490843613243e-01,4.085494970526540870e-01
8.570000000000000000e+02,1.763398527286939022e+00,5.826906140542308377e-01
8.570000000000000000e+02,3.611326319664808437e+00,8.351605077810834166e-01
8.570000000000000000e+02,4.799608520402615319e+00,6.295093724017103431e-01
8.570000000000000000e+02,2.098038863154132461e+00,8.369287193175695139e-01
8.580000000000000000e+02,4.058676432675146550e+00,2.475499357046908600e-01
8.580000000000000000e+02,3.074989092199584384e+00,2.276807197661687709e-01
8.580000000000000000e+02,4.795561144793401454e+00,9.012489363728485303e-01
8.580000000000000000e+02,4.868737804808466407e+00,2.487084255825238177e-01
8.580000000000000000e+02,8.242299873856462344e-01,8.219237450525096467e-01
8.580000000000000000e+02,1.751679721073465812e+00,9.894903492543823953e-01
8.580000000000000000e+02,4.601561568711013628e+00,6.745083192286777107e-01
8.580000000000000000e+02,1.747450874120366038e+00,5.445453579273733524e-01
8.580000000000000000e+02,3.172102569719018383e+00,8.622169865126364519e-01
8.580000000000000000e+02,8.007935361522783291e-01,5.763501109118474020e-02
8.590000000000000000e+02,1.947693363010899459e-01,5.339883429167258111e-02
8.590000000000000000e+02,4.711995281957930715e+00,6.659261401760854238e-01
8.590000000000000000e+02,4.887000385927803947e+00,6.127254102192436491e-01
8.590000000000000000e+02,2.149004679916888705e+00,4.466257608231694043e-02
8.590000000000000000e+02,4.171829522738392804e+00,1.937721608976172849e-02
8.590000000000000000e+02,3.493006663800710676e+00,2.346583550846241817e-01
8.590000000000000000e+02,1.417159979452828900e+00,3.574644428628260817e-01
8.590000000000000000e+02,5.581685842742917236e-01,3.392483644157461287e-01
8.590000000000000000e+02,1.481209848606417356e+00,5.750151081543585230e-01
8.590000000000000000e+02,1.695269404977659100e+00,7.499968071072882214e-02
8.600000000000000000e+02,2.933787768951932939e+00,2.386222460186935290e-01
8.600000000000000000e+02,3.797824364647861550e-01,5.042991923325589321e-01
8.600000000000000000e+02,3.604646959516077942e-01,6.070932273684315206e-01
8.600000000000000000e+02,8.347377404274636259e-01,4.129929381770283126e-01
8.600000000000000000e+02,2.232530541910020094e+00,3.217494947270717054e-01
8.600000000000000000e+02,3.778992748735130913e+00,4.844736566104478337e-01
8.600000000000000000e+02,4.960667972814682969e+00,7.814907503031999214e-01
8.600000000000000000e+02,8.125890936303459267e-01,7.061117190186183556e-01
8.600000000000000000e+02,7.401925930223046679e-01,2.261530569315997052e-01
8.600000000000000000e+02,3.556075065021214066e+00,1.086487614126331325e-01
8.610000000000000000e+02,2.419432026628823174e+00,9.695923584772522252e-01
8.610000000000000000e+02,2.772802421203082179e+00,9.168775078535962297e-01
8.610000000000000000e+02,2.918006186115768230e+00,4.548942268462774496e-02
8.610000000000000000e+02,3.934898243976614030e+00,7.539477865802692857e-01
8.610000000000000000e+02,5.273879605324643949e-01,2.274698330881337327e-01
8.610000000000000000e+02,7.663915888432021317e-01,1.352535387595443783e-01
8.610000000000000000e+02,1.182148214507026118e+00,6.006025212152706905e-01
8.610000000000000000e+02,1.339321914819757264e+00,9.531543741253023505e-01
8.610000000000000000e+02,3.462975660070216621e-01,7.393456910086949607e-01
8.610000000000000000e+02,3.732926861407318775e+00,1.646000084556754617e-01
8.620000000000000000e+02,4.419654128478645028e+00,8.269499268807567471e-02
8.620000000000000000e+02,1.985268059170335331e+00,1.308557566863011168e-01
8.620000000000000000e+02,4.015414134294345239e+00,7.078459319347463197e-02
8.620000000000000000e+02,4.560513637465076542e+00,8.187226665295491701e-01
8.620000000000000000e+02,8.524621473470345157e-01,3.976612225587815574e-01
8.620000000000000000e+02,1.486610725116241927e+00,4.801852880478291175e-01
8.620000000000000000e+02,1.943004274439056989e+00,2.118045721789548752e-01
8.620000000000000000e+02,3.574567196771400557e+00,5.333020729315463004e-02
8.620000000000000000e+02,2.169853013244788187e+00,4.252789914136048122e-01
8.620000000000000000e+02,2.341295460843398235e+00,8.371952291234752153e-02
8.630000000000000000e+02,4.440042571175779607e+00,5.242762608132400803e-01
8.630000000000000000e+02,6.239187947210822482e-01,8.520526975193216668e-01
8.630000000000000000e+02,1.279512165424108172e+00,9.221414045187359410e-01
8.630000000000000000e+02,3.039336634612101129e+00,9.519062044392189170e-01
8.630000000000000000e+02,3.219370600701482843e+00,1.608927011750416192e-01
8.630000000000000000e+02,4.167354834501433736e+00,1.576870235449541191e-01
8.630000000000000000e+02,1.272684423795040320e+00,6.554873111970179744e-01
8.630000000000000000e+02,1.512662577284004106e+00,7.756618188367013778e-01
8.630000000000000000e+02,4.695622376843280321e+00,7.859167065503918082e-01
8.630000000000000000e+02,4.619770177743991013e+00,6.004464367117506862e-01
8.640000000000000000e+02,1.261422609894477631e+00,8.017332362630466003e-01
8.640000000000000000e+02,4.804875998461483055e-01,2.402954745045730034e-01
8.640000000000000000e+02,1.121004562868711529e+00,7.141044261590645537e-02
8.640000000000000000e+02,4.958174047501604065e+00,2.902249345849372553e-01
8.640000000000000000e+02,1.840273071762771329e+00,5.808245546015630145e-01
8.640000000000000000e+02,2.024976176345571588e+00,2.592390408582850858e-01
8.640000000000000000e+02,2.833703724200456353e+00,5.968677397234386506e-01
8.640000000000000000e+02,2.243337357748331318e+00,7.636542671756517686e-01
8.640000000000000000e+02,2.197238102726221776e+00,3.108933453313666995e-02
8.640000000000000000e+02,2.422654723381036490e+00,6.922883791253386931e-01
8.650000000000000000e+02,1.681988140850207980e+00,8.586704792222790150e-01
8.650000000000000000e+02,3.357725598583462645e+00,8.143215263482636024e-01
8.650000000000000000e+02,4.163298172047155354e+00,8.857132143777898259e-01
8.650000000000000000e+02,4.234336833476911366e+00,9.013356954309291735e-01
8.650000000000000000e+02,2.493619664496276478e+00,9.312031195767002112e-01
8.650000000000000000e+02,4.051005296743330319e+00,6.146476062739870683e-01
8.650000000000000000e+02,1.753821448737404420e+00,7.826624248648806903e-01
8.650000000000000000e+02,3.026293908425597312e+00,9.863733115865014334e-02
8.650000000000000000e+02,1.344460470729794688e+00,7.921042537774036774e-02
8.650000000000000000e+02,2.552716583639705217e+00,5.945262775816784195e-01
8.660000000000000000e+02,3.917871410454809578e+00,9.392901818223724497e-01
8.660000000000000000e+02,7.923997295284973541e-01,2.751153045674706865e-01
8.660000000000000000e+02,4.776408994524727447e+00,3.543734656920030091e-01
8.660000000000000000e+02,4.870333283647767963e+00,2.437081624522415835e-01
8.660000000000000000e+02,3.614828393828557918e+00,7.399614311667741529e-01
8.660000000000000000e+02,4.635638163567319836e+00,8.364078169737708679e-01
8.660000000000000000e+02,3.280758681661350984e+00,5.330251815979525354e-01
8.660000000000000000e+02,3.506930149919738504e+00,2.923094661900316193e-02
8.660000000000000000e+02,3.150861578540579799e+00,3.289004891601478020e-01
8.660000000000000000e+02,3.366682259371293284e+00,9.720961952170174003e-01
8.670000000000000000e+02,2.195038179631505049e+00,9.631910593189266789e-01
8.670000000000000000e+02,4.961239250272344137e+00,6.866529902956248765e-01
8.670000000000000000e+02,8.749566675753545075e-01,7.507226584601295327e-01
8.670000000000000000e+02,2.141301235887472121e+00,9.602818416206686525e-01
8.670000000000000000e+02,7.118836048826482354e-01,3.170004113393086742e-01
8.670000000000000000e+02,9.742859618601662497e-02,5.711156356166918746e-01
8.670000000000000000e+02,2.412923108196359134e+00,8.954552005138773918e-01
8.670000000000000000e+02,1.681383172481979438e+00,8.375643535743043655e-01
8.670000000000000000e+02,1.513665768013796153e+00,4.502132218004551989e-01
8.670000000000000000e+02,4.970036994334509295e+00,7.845241464210735982e-01
8.680000000000000000e+02,4.475635158365711241e+00,3.443556229612402264e-01
8.680000000000000000e+02,3.536640754099500850e+00,2.047278898510356271e-01
8.680000000000000000e+02,4.635383160540672343e+00,9.331689721671759807e-01
8.680000000000000000e+02,1.240100086160211390e+00,9.519093810136629585e-01
8.680000000000000000e+02,3.076284379351831078e+00,3.423611479036980931e-01
8.680000000000000000e+02,2.102993690782161806e+00,8.588785903547295764e-01
8.680000000000000000e+02,1.137360253456747738e+00,5.099604090420661873e-02
8.680000000000000000e+02,3.312046911340065236e+00,9.600778262654585671e-02
8.680000000000000000e+02,4.831359408249251253e+00,5.351660398194501012e-01
8.680000000000000000e+02,3.640489806234747494e+00,7.725182346531336286e-01
8.690000000000000000e+02,9.604055974557018649e-01,4.917549334970275909e-01
8.690000000000000000e+02,1.081967634903643338e+00,7.241688276259583557e-02
8.690000000000000000e+02,1.976542295638210600e+00,9.771913042393385318e-01
8.690000000000000000e+02,5.074262672394830309e-01,1.905112949570002545e-01
8.690000000000000000e+02,1.793120232181024676e+00,2.493641177801885211e-01
8.690000000000000000e+02,2.599479678062905919e+00,6.865486171875349042e-01
8.690000000000000000e+02,2.118767257170528051e+00,3.901460457482001098e-01
8.690000000000000000e+02,4.982020203169516215e+00,8.858465409479749919e-01
8.690000000000000000e+02,2.033807217791788080e+00,8.495293791740652356e-01
8.690000000000000000e+02,5.207298780551944395e-01,2.196871129370723263e-01
8.700000000000000000e+02,4.360583510272635799e+00,7.019608138989850143e-01
8.700000000000000000e+02,2.128991772840642227e+00,2.156580689836632425e-01
8.700000000000000000e+02,1.847017808968911545e+00,2.524606796732112857e-01
8.700000000000000000e+02,4.630937239410299000e+00,9.194471153404382147e-02
8.700000000000000000e+02,1.277266624904865866e+00,3.434104001635344128e-01
8.700000000000000000e+02,6.808802957342957596e-01,1.187458091750495104e-01
8.700000000000000000e+02,3.278161084767872602e+00,7.678573608088732350e-01
8.700000000000000000e+02,2.702813294574167635e+00,6.229237968563560157e-01
8.700000000000000000e+02,2.919102568910846962e+00,5.817276967422551071e-01
8.700000000000000000e+02,4.160496311157587002e+00,6.147217950845031975e-01
8.710000000000000000e+02,6.102738819448327856e-01,6.945107341308665028e-01
8.710000000000000000e+02,4.882967818683788153e+00,9.901682445957444845e-01
8.710000000000000000e+02,1.207266079622471011e+00,3.152912150515607692e-03
8.710000000000000000e+02,3.690909558697709869e+00,6.111753613139750962e-01
8.710000000000000000e+02,1.325865404001563830e-01,9.466193883216090788e-01
8.710000000000000000e+02,2.846341965516039352e+00,4.987238043092266926e-01
8.710000000000000000e+02,3.069548770426375306e+00,2.792621215069571727e-01
8.710000000000000000e+02,3.746252974065809482e+00,7.793076636728383244e-01
8.710000000000000000e+02,2.308130875474227572e+00,1.476253204183604062e-01
8.710000000000000000e+02,3.571750499570863102e+00,7.358268416447862892e-01
8.720000000000000000e+02,3.516382173984063719e+00,6.166570647097280311e-01
8.720000000000000000e+02,2.871130319884174220e-01,2.825007848268850097e-01
8.720000000000000000e+02,1.697740106372984670e+00,7.183575257141260328e-01
8.720000000000000000e+02,7.167260125482521893e-01,2.516121002903338733e-01
